Coffee,Coffee,,,,,,,,,,
Coffee,Tea,Hot chocolate,,,,,,,,,
Smoothies,,,,,,,,,,,
Coffee,Keeping It Local,,,,,,,,,,
Coffee,,,,,,,,,,,
Farm House,,,,,,,,,,,
Tea,Tea,,,,,,,,,,
Bread,Medialuna,,,,,,,,,,
Pastry,Bread,,,,,,,,,,
Coffee,Pastry,,,,,,,,,,
Coffee,Keeping It Local,,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,Cookies,,,,,,,,,,
,,,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,,,,,,,,,,,
,Keeping It Local,Coffee,Fudge,Jam,,,,,,,
Tea,Hot chocolate,Keeping It Local,Coffee,,Art Tray,,,,,,
Coffee,,,,,,,,,,,
Coffee,Cake,,,,,,,,,,
Bread,Bread,Jammie Dodgers,,,,,,,,,
Muffin,Smoothies,,,,,,,,,,
,,,,,,,,,,,
,Coffee,Coffee,Jammie Dodgers,Cookies,,,,,,,
Coffee,Cake,Bread,,,,,,,,,
Bread,Muffin,Cookies,,,,,,,,,
,,,,,,,,,,,
Bread,,,,,,,,,,,
,Tea,,,,,,,,,,
Hot chocolate,,Bread,Alfajores,,,,,,,,
Tea,,,,,,,,,,,
Muffin,,,,,,,,,,,
,Sandwich,Mineral water,Bread,Coffee,Alfajores,Bread,,,,,
,Sandwich,Alfajores,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,Coffee,Muffin,,,,,,,,,
Coffee,Tiffin,,,,,,,,,,
Coffee,Bread,,,,,,,,,,
Hot chocolate,Cookies,Hot chocolate,,,,,,,,,
Tea,,,,,,,,,,,
Bread,Hot chocolate,,,,,,,,,,
Hot chocolate,Fudge,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,Tiffin,,,,,,,,,,
Tiffin,Bread,Bread,,,,,,,,,
Bread,,,,,,,,,,,
Bread,Pastry,Jam,,,,,,,,,
Hot chocolate,,,,,,,,,,,
Coffee,Hot chocolate,Pastry,Bread,,,,,,,,
Pastry,Coffee,,,,,,,,,,
Bread,Tea,Muffin,Pastry,,,,,,,,
Bread,Coffee,Coffee,,,,,,,,,
Coffee,Pastry,,,,,,,,,,
Tea,,,,,,,,,,,
,Tea,,,,,,,,,,
Tea,The Nomad,,,,,,,,,,
Coffee,,,,,,,,,,,
Medialuna,,,,,,,,,,,
Farm House,,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Coffee,,,,,,,,,,
Farm House,,,,,,,,,,,
Bread,Coffee,Pastry,Keeping It Local,,,,,,,,
Bread,Coffee,,,,,,,,,,
Hearty & Seasonal,,,,,,,,,,,
Bread,,,,,,,,,,,
Fudge,,,,,,,,,,,
Scandinavian,,,,,,,,,,,
Bread,Alfajores,Bread,,,,,,,,,
Sandwich,Coke,Juice,Coffee,,,,,,,,
Farm House,,,,,,,,,,,
,,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Medialuna,,,,,,,,,,
Pastry,Bread,Coffee,,,,,,,,,
Sandwich,Coffee,,,,,,,,,,
Bread,,,,,,,,,,,
Muffin,Bread,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,Muffin,,,,,,,,,,
Coffee,,,,,,,,,,,
Fudge,Spread,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Pastry,Bread,,,,,,,,,
Coffee,Cake,,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,,,,,,,,,,,
Tea,,,,,,,,,,,
Coffee,,,,,,,,,,,
Hot chocolate,Coffee,Cake,,,,,,,,,
Tea,Bread,,,,,,,,,,
Cake,,,,,,,,,,,
Medialuna,,,,,,,,,,,
Coffee,Pastry,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Cake,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,,,,,,,,,,,
Tea,,,,,,,,,,,
Keeping It Local,Coffee,,,,,,,,,,
Sandwich,Tea,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,Coffee,,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,,,,,,,,,,,
Tea,Bread,,,,,,,,,,
Pastry,Coffee,,,,,,,,,,
Coffee,Bread,Pastry,,,,,,,,,
Coffee,Medialuna,,,,,,,,,,
Tea,Coffee,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,Coffee,Medialuna,Pastry,Cookies,,,,,,,
Bread,Cake,,,,,,,,,,
Bread,Coffee,,,,,,,,,,
Bread,,,,,,,,,,,
,Coffee,,,,,,,,,,
Toast,,,,,,,,,,,
Hot chocolate,Hot chocolate,,,,,,,,,,
Fudge,Scandinavian,,,,,,,,,,
Medialuna,Coffee,,,,,,,,,,
Coffee,Pastry,,,,,,,,,,
Coffee,Medialuna,Cake,,,,,,,,,
Sandwich,Farm House,Fudge,,,,,,,,,
Sandwich,Scone,,,,,,,,,,
Sandwich,Bread,,,,,,,,,,
Sandwich,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,Coffee,,,,,,,,,,
Sandwich,Sandwich,Bread,,,,,,,,,
Sandwich,Coke,,,,,,,,,,
Sandwich,Coke,,,,,,,,,,
Sandwich,,,,,,,,,,,
Sandwich,Scone,,,,,,,,,,
Hot chocolate,,,,,,,,,,,
Coffee,Muffin,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Alfajores,,,,,,,,,,
Bread,Sandwich,,,,,,,,,,
Bread,Scone,,,,,,,,,,
Coffee,Medialuna,,,,,,,,,,
Cake,,,,,,,,,,,
Truffles,,,,,,,,,,,
Cake,Coffee,,,,,,,,,,
Scone,,,,,,,,,,,
Scone,Hot chocolate,Mineral water,Cookies,,,,,,,,
Coffee,Tea,Scone,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,,,,,,,,,,,
Jam,Bread,Scandinavian,,,,,,,,,
Bread,Bread,Scandinavian,,,,,,,,,
Coffee,Medialuna,,,,,,,,,,
Pastry,Bread,,,,,,,,,,
Bread,,,,,,,,,,,
Farm House,,,,,,,,,,,
Scone,Hot chocolate,,Coffee,Coffee,,,,,,,
Farm House,Pastry,Medialuna,,Hot chocolate,Coffee,,,,,,
Bread,,,,,,,,,,,
Bread,Bread,Coffee,,,,,,,,,
Coffee,Scandinavian,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Medialuna,Pastry,,,,,,,,,
Bread,Scandinavian,,,,,,,,,,
Coffee,Scone,,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,Pastry,,,,,,,,,,
Coffee,Bread,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,Scone,,,,,,,,,,
Cake,,,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,Fudge,,,,,,,,,,
Medialuna,Bread,Farm House,,,,,,,,,
Muffin,Scone,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,Alfajores,Scone,,,,,,,,,
Coffee,,,,,,,,,,,
Tea,Scone,,,,,,,,,,
Juice,Tea,Cake,,,,,,,,,
Coffee,Tartine,,Fudge,Jam,,,,,,,
Bread,,,,,,,,,,,
Coffee,Medialuna,,,,,,,,,,
,Tea,Bread,Bread,,,,,,,,
,Coke,,,,,,,,,,
Coffee,Medialuna,,,,,,,,,,
Bread,,,,,,,,,,,
Truffles,Bread,,,,,,,,,,
Coffee,Bread,Tea,Pastry,,Cake,,,,,,
Sandwich,,,,,,,,,,,
Hot chocolate,,,,,,,,,,,
Coffee,Sandwich,Sandwich,,,,,,,,,
,,,,,,,,,,,
,Sandwich,Tea,Coffee,,,,,,,,
Coffee,Scone,,,,,,,,,,
Cake,,,,,,,,,,,
Bread,Cookies,,,,,,,,,,
Coffee,Sandwich,,,,,,,,,,
Cake,Scone,Coffee,,,,,,,,,
Mineral water,Bread,,,,,,,,,,
Coffee,Bread,,,,,,,,,,
Muffin,Cake,Scone,,,,,,,,,
Tea,Scone,,,,,,,,,,
Muffin,Pastry,,,,,,,,,,
Muffin,Cake,Coffee,Coffee,,,,,,,,
Cake,,,,,,,,,,,
Tea,Bread,Scone,Cake,,,,,,,,
Coffee,Medialuna,,,,,,,,,,
Jam,Fudge,,,,,,,,,,
Scone,Pastry,,,,,,,,,,
Fudge,Hot chocolate,,,,,,,,,,
Cake,Sandwich,Sandwich,Juice,Coffee,Coffee,Sandwich,,,,,
Bread,,,,,,,,,,,
Juice,Coffee,Coffee,,,,,,,,,
Scone,Bread,Coffee,Hot chocolate,,,,,,,,
Coffee,Scone,Muffin,Hot chocolate,,,,,,,,
Bread,,,,,,,,,,,
Medialuna,,,,,,,,,,,
Cake,Alfajores,,,,,,,,,,
Hot chocolate,,,,,,,,,,,
Coffee,Coffee,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,Tea,,,,,,,,,,
Jam,Cake,Bread,Coffee,,,,,,,,
Coffee,,,,,,,,,,,
Tea,Scone,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,,,,,,,,,,,
Smoothies,Muffin,Hot chocolate,Toast,,,,,,,,
Alfajores,Muffin,Medialuna,,,,,,,,,
Bread,Coffee,Scone,,,,,,,,,
Tea,Juice,,,,,,,,,,
Coffee,Coffee,Bread,,,,,,,,,
Pastry,,,,,,,,,,,
Bread,Tea,Pastry,,,,,,,,,
Coffee,Medialuna,,,,,,,,,,
Coffee,Medialuna,,,,,,,,,,
Bread,,,,,,,,,,,
Pastry,Bread,,,,,,,,,,
Bread,Toast,,,,,,,,,,
Bread,Medialuna,Toast,,,,,,,,,
Coffee,Scone,,Pastry,,,,,,,,
Coffee,Tea,Muffin,Muffin,,,,,,,,
Coffee,Toast,,,,,,,,,,
Coffee,Coffee,Medialuna,Pastry,,,,,,,,
Bread, Ella's Kitchen Pouches],,,,,,,,,,
Coffee,Toast,,,,,,,,,,
Bread,Medialuna,,,,,,,,,,
Hot chocolate,Tea,,,,,,,,,,
Bread,Muffin,,,,,,,,,,
,Coffee,Bread,Coffee,,,,,,,,
Farm House,,,,,,,,,,,
Coffee,Coffee,,,,,,,,,,
,,Bread,Alfajores,Cookies,,,,,,,
Coffee,Medialuna,Pastry,Alfajores,,,,,,,,
Bread,Coffee,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Truffles,,,,,,,,,,
Coffee,Fudge,Fudge,Bread,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Bread,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Medialuna,Crepes,Alfajores,,,,,,,,
Coffee,Coffee,,Cake,,,,,,,,
Bread,Coffee,Cake,Cookies,,,,,,,,
Coffee,,,,,,,,,,,
Bread,,,,,,,,,,,
Farm House,,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Medialuna,,,,,,,,,,
Hot chocolate,Tea,Coffee,Coffee,Cake,,,,,,,
Tea,Hot chocolate,Truffles,,,,,,,,,
Hot chocolate,Hot chocolate,Hot chocolate,,,,,,,,,
Coffee,Coffee,Coffee,,Sandwich,Crepes,,,,,,
Bread,Crepes,,,,,,,,,,
Bread,Muffin,Cake,Coffee,Medialuna,,,,,,,
Coffee,,,,,,,,,,,
Bread,Coffee,Cookies,,,,,,,,,
Medialuna,Crepes,,,,,,,,,,
Muffin,,,,,,,,,,,
Medialuna,Tea,,,,,,,,,,
Pastry,,,,,,,,,,,
Tea,,,,,,,,,,,
Coffee,Scone,Coffee,,,,,,,,,
Bread,Coffee,Coffee,Coffee,,,,,,,,
Truffles,Tea,,,,,,,,,,
Cookies,Cookies,,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Bread,Toast,Pastry,,,,,,,,
Coffee,,,,,,,,,,,
Muffin,,,,,,,,,,,
Bread,,,,,,,,,,,
Farm House,,,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,,,,,,,,,,,
Tea,Coffee,Pastry,Alfajores,,,,,,,,
Coffee,Coffee,Toast,Medialuna,,,,,,,,
Coffee,,,,,,,,,,,
Juice,Tea,Bread,Medialuna,,,,,,,,
Medialuna,Coffee,Toast,,,,,,,,,
Pastry,Tea,,,,,,,,,,
Farm House,,,,,,,,,,,
Coffee,Coffee,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,Coffee,Muffin,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,Muffin,,,,,,,,,,
Coffee,Sandwich,,,,,,,,,,
Dulce de Leche,Bread,Coffee,Pastry,Bread,,,,,,,
Jam,,,,,,,,,,,
Coffee,Coffee,Medialuna,,,,,,,,,
Cookies,Coffee,Pastry,,,,,,,,,
Farm House,,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,,,,,,,,,,,
,,,,,,,,,,,
Bread,Pastry,,,,,,,,,,
Juice,Sandwich,,,,,,,,,,
Coffee,Coffee,Alfajores,,,,,,,,,
Coffee,Sandwich,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,Tea,Medialuna,,,,,,,,,
Coffee,Muffin,,,,,,,,,,
Cake,Tea,,,,,,,,,,
Cookies,Coffee,,,,,,,,,,
Hearty & Seasonal,Coke,,,,,,,,,,
Coffee,Coffee,Muffin,Sandwich,,,,,,,,
Alfajores,,,,,,,,,,,
Alfajores,,,,,,,,,,,
Sandwich,Coffee,,,,,,,,,,
Hot chocolate,Coffee,Muffin,Sandwich,,,,,,,,
Muffin,,,,,,,,,,,
Coffee,Tea,Bread,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,Medialuna,Cookies,Tea,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,Bread,Coffee,,,,,,,,,
Alfajores,Alfajores,Coffee,Sandwich,Sandwich,Bread,,,,,,
Coffee,Coffee,Bread,Cookies,Medialuna,Coffee,,,,,,
Coffee,Cookies,,,,,,,,,,
Farm House,,,,,,,,,,,
Coffee,,,,,,,,,,,
Coke,,,,,,,,,,,
Coffee,Bread,,,,,,,,,,
Pastry,Bread,,,,,,,,,,
Coffee,,,,,,,,,,,
Hot chocolate,Alfajores,Bread,Muffin,,,,,,,,
Coffee,,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Coffee,,,,,,,,,,
Coffee,Coffee,Medialuna,,,,,,,,,
Coffee,,,,,,,,,,,
Pastry,Medialuna,Bread,,,,,,,,,
Muffin,Coffee,Coffee,,,,,,,,,
Bread,,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,Coffee,,,,,,,,,,
Bread,Tea,,,,,,,,,,
Bread,Cookies,Muffin,,,,,,,,,
Tea,Coffee,,,,,,,,,,
Medialuna,Pastry,Bread,,,,,,,,,
Coffee,Alfajores,,,,,,,,,,
Toast,,,,,,,,,,,
Coffee,,,,,,,,,,,
Tea,,,,,,,,,,,
Hot chocolate,Medialuna,,,,,,,,,,
Coffee,Pastry,,,,,,,,,,
Coffee,,,,,,,,,,,
Cake,Bread,,,,,,,,,,
Cake,Coffee,,,,,,,,,,
Coffee,Hot chocolate,Pastry,,,,,,,,,
,Tea,,,,,,,,,,
Bread,,,,,,,,,,,
,Tea,,,,,,,,,,
Bread,Farm House,,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,Cookies,,,,,,,,,,
Coffee,Bread,,,,,,,,,,
Cookies,Coffee,,,,,,,,,,
Farm House,,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,Tea,Sandwich,Muffin,,,,,,,,
Coffee,Bread,Cake,,,,,,,,,
,Bread,,,,,,,,,,
,Tea,,,,,,,,,,
Tea,Coffee,,,,,,,,,,
Coffee,,,,,,,,,,,
Sandwich,Tea,Alfajores,,,,,,,,,
Coffee,,Mineral water,Alfajores,Cake,Sandwich,,,,,,
Coffee,Bread,,,,,,,,,,
Coffee,,,,,,,,,,,
Tea,Cake,,,,,,,,,,
Bread,,,,,,,,,,,
Cookies,,,,,,,,,,,
Coffee,Juice,,,,,,,,,,
Coffee,Muffin,Mineral water,Juice,,,,,,,,
Bread,,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,Hot chocolate,Juice,Toast,,,,,,,,
Coffee,Cake,Bread,,,,,,,,,
Coffee,Toast,,,,,,,,,,
Coffee,Toast,,,,,,,,,,
Tea,,,,,,,,,,,
Tea,Toast,Cookies,,,,,,,,,
Farm House,,,,,,,,,,,
Bread,Cake,,,,,,,,,,
,Bread,,,,,,,,,,
Coffee,Coffee,,,,,,,,,,
Tea,Alfajores,,,,,,,,,,
Bread,,,,,,,,,,,
,Coffee,,,,,,,,,,
Juice,Coffee,Tea,,,,,,,,,
Coffee,Medialuna,,,,,,,,,,
Bread,,,,,,,,,,,
Medialuna,Coffee,,,,,,,,,,
Cake,Tea,,,,,,,,,,
Bread,Coffee,,,,,,,,,,
Farm House,,,,,,,,,,,
Bread,,,,,,,,,,,
Farm House,Crepes,,,,,,,,,,
Bread,,,,,,,,,,,
Hot chocolate,,,,,,,,,,,
Coffee,Coffee,Hot chocolate,Sandwich,,,,,,,,
Sandwich,,,,,,,,,,,
,Coffee,Truffles,,,,,,,,,
Jam,,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,,,,,,,,,,,
Sandwich,,Coffee,Mineral water,,,,,,,,
Bread,,,,,,,,,,,
Coke,Coke,Cookies,,,,,,,,,
,,,,,,,,,,,
Bread,Bread,,,,,,,,,,
Coffee,Coffee,Sandwich,,,,,,,,,
Bread,Coffee,,,,,,,,,,
,Tea,Coffee,,,,,,,,,
Tea,Coffee,,,,,,,,,,
Hot chocolate,,,,,,,,,,,
Coffee,Coffee,Alfajores,,,,,,,,,
Fudge,Jam,Cake,Coffee,,,,,,,,
Cake,,,,,,,,,,,
Coffee,Bread,,,,,,,,,,
Pastry,Coffee,,,,,,,,,,
Coffee,Pastry,,,,,,,,,,
Coffee,Pastry,,,,,,,,,,
Truffles,Bread,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,Toast,Vegan mincepie,Mineral water,Coffee,,,,,,,
Medialuna,Bread,,,,,,,,,,
Coffee,Cake,,,,,,,,,,
Coffee,,Pastry,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,Cake,Cookies,,,,,,,,,
Coffee,Tea,Bread,Cake,,,,,,,,
Toast,Juice,,,,,,,,,,
Bread,,,,,,,,,,,
Pastry,Pastry,,,,,,,,,,
Coffee,,,,,,,,,,,
Truffles,,,,,,,,,,,
Tea,,,,,,,,,,,
Bread,,,,,,,,,,,
Farm House,,,,,,,,,,,
,Coffee,Cake,,,,,,,,,
Coffee,Sandwich,,,,,,,,,,
Tea,,,,,,,,,,,
Hearty & Seasonal,Tea,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,,,,,,,,,,,
Tea,,Cake,,,,,,,,,
Farm House,,,,,,,,,,,
Coffee,,,,,,,,,,,
,Coffee,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Cake,,,,,,,,,,
Cake,,,,,,,,,,,
Alfajores,Medialuna,Brownie,,,,,,,,,
Bread,,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,Jam,,,,,,,,,,
Tea,Sandwich,,,,,,,,,,
Coffee,Medialuna,Juice,Coke,,,,,,,,
Toast,Coffee,Bread,,,,,,,,,
Bread,Coffee,Toast,,,,,,,,,
Bread,Coffee,Medialuna,,,,,,,,,
,Coffee,,,,,,,,,,
Bread,Toast,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Coffee,Medialuna,Cake,,,,,,,,
Tea,,,,,,,,,,,
Tea,,,,,,,,,,,
Coffee,Medialuna,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,Coffee,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,Brownie,,,,,,,,,,
Coffee,,,,,,,,,,,
Tea,The Nomad,,,,,,,,,,
Fudge,,,,,,,,,,,
Alfajores,Coffee,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Alfajores,,,,,,,,,,
Brownie,Coffee,,,,,,,,,,
Bread,,,,,,,,,,,
Jam,Fudge,,,,,,,,,,
Tea,,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,,,,,,,,,,,
Medialuna,Cake,,,,,,,,,,
Coffee,Cake,,,,,,,,,,
Coffee,Coffee,,,,,,,,,,
,,,,,,,,,,,
The Nomad,Tea,Bread,Brownie,Fudge,Fudge,,,,,,
Scone,Tea,,,,,,,,,,
Bread,,,,,,,,,,,
,Sandwich,Bread,Mineral water,Coffee,Juice,,,,,,
Bread,Bread,Scandinavian,,,,,,,,,
,Sandwich,,,,,,,,,,
Coffee,Brownie,,,,,,,,,,
,Hearty & Seasonal,Brownie,Bread,,,,,,,,
Tea,Hearty & Seasonal,,,,,,,,,,
Coffee,Brownie,,,,,,,,,,
Coffee,Farm House,,,,,,,,,,
Coffee,Scone,,,,,,,,,,
Scone,Crepes,Alfajores,Alfajores,,,,,,,,
Scandinavian,,,,,,,,,,,
Cake,,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,Tea,,,,,,,,,,
Brownie,Mineral water,,,,,,,,,,
Farm House,,,,,,,,,,,
Coffee,,,,,,,,,,,
Sandwich,Scone,Bread,Coffee,,,,,,,,
Coffee,Hot chocolate,Tea,Alfajores,Sandwich,,,,,,,
Bread,Scone,Juice,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Coffee,Toast,Pastry,,,,,,,,
Bread,Focaccia,,,,,,,,,,
Scone,,,,,,,,,,,
Focaccia,,,,,,,,,,,
Scandinavian,,,,,,,,,,,
Coffee,Tea,,,,,,,,,,
,Coffee,Coffee,Farm House,,,,,,,,
Focaccia,Pastry,,,,,,,,,,
Coffee,Pastry,Medialuna,,,,,,,,,
Sandwich,Bread,,,,,,,,,,
Bread,Coffee,Medialuna,Medialuna,Jam,,,,,,,
,Sandwich,Tea,Coffee,,,,,,,,
Coffee,Farm House,,,,,,,,,,
Bread,,,,,,,,,,,
,Bread,Coffee,,,,,,,,,
Coffee,Coffee,Toast,Scandinavian,,,,,,,,
Farm House,Bread,Medialuna,,,,,,,,,
Bread,,,,,,,,,,,
Cake,,,,,,,,,,,
Pastry,Coffee,Brownie,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Tea,Scone,,,,,,,,,
Coffee,Coffee,,,,,,,,,,
Bread,Tea,,,,,,,,,,
Coffee,Scone,,,,,,,,,,
Farm House,Scandinavian,,,,,,,,,,
Vegan mincepie,Cake,,,,,,,,,,
Tea,Coffee,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,,,,,,,,,,,
Scandinavian,,,,,,,,,,,
Bread,,,,,,,,,,,
Tea,Bread,,,,,,,,,,
Medialuna,Pastry,Coffee,,,,,,,,,
,,Truffles,Juice,,,,,,,,
Coffee,Jammie Dodgers,,Art Tray,,,,,,,,
Frittata,,,,,,,,,,,
,Bread,,,,,,,,,,
Sandwich,Coffee,,,,,,,,,,
Coffee,Juice,,,,,,,,,,
Tea,Sandwich,,,,,,,,,,
Jam,,,,,,,,,,,
Scone,,,,,,,,,,,
Coffee,,Sandwich,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,Tea,,,,,,,,,,
Frittata,Tea,Bread,,,,,,,,,
Scandinavian,,,,,,,,,,,
Sandwich,Art Tray,Truffles,Coffee,,,,,,,,
Scone,Frittata,Juice,,,,,,,,,
,Tea,,,,,,,,,,
Coffee,Mineral water,Frittata,,,,,,,,,
Coffee,Tea,,,,,,,,,,
Bread,Bread,Brownie,Scone,,,,,,,,
Coffee,,,,,,,,,,,
Frittata,Sandwich,Coffee,,,,,,,,,
Tea,,,,,,,,,,,
Coffee,Tea,,,,,,,,,,
Vegan mincepie,Coffee,Hot chocolate,,,,,,,,,
Juice,,,,,,,,,,,
Cake,Tea,,,,,,,,,,
Tea,,,,,,,,,,,
Bread,Farm House,,,,,,,,,,
Coffee,Tea,Bread,Mineral water,Scone,Bread,,,,,,
Bread,,,,,,,,,,,
Bread,Hot chocolate,Hot chocolate,,,,,,,,,
Coke,Sandwich,,,,,,,,,,
Sandwich,Mineral water,,,,,,,,,,
Hot chocolate,Tea,Cake,,,,,,,,,
Scandinavian,,,,,,,,,,,
Frittata,Cake,,,,,,,,,,
Cake,,,,,,,,,,,
Coffee,Bread,,,,,,,,,,
Coffee,Tea,Bread,,,,,,,,,
Scone,Coffee,,,,,,,,,,
Bread,,,,,,,,,,,
Jam,,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Medialuna,,,,,,,,,,
Bread,Farm House,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Pastry,,,,,,,,,,
Bread,Coffee,,,,,,,,,,
Medialuna,Coffee,,,,,,,,,,
Scone,Bread,,,,,,,,,,
Coffee,Coke,,,,,,,,,,
Coffee,,,,,,,,,,,
Truffles,,,,,,,,,,,
Bread,,,,,,,,,,,
Mineral water,,,,,,,,,,,
Hot chocolate,Coffee,Bread,Toast,Medialuna,Alfajores,Fudge,,,,,
Jam,,,,,,,,,,,
Medialuna,Bakewell,Coffee,Bread,Toast,,,,,,,
Coffee,,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Coffee,Bakewell,Medialuna,,,,,,,,
Coffee,Coffee,Bread,,,,,,,,,
Farm House,,,,,,,,,,,
Bread,,,,,,,,,,,
Medialuna,Scone,Coffee,Coffee,,,,,,,,
Bread,,,,,,,,,,,
Farm House,Coffee,Medialuna,Bread,,,,,,,,
Smoothies,,,,,,,,,,,
,Coffee,,,,,,,,,,
,,,,,,,,,,,
Medialuna,Coffee,,,,,,,,,,
Mineral water,,,,,,,,,,,
,Bread,Mineral water,Hot chocolate,,,,,,,,
Sandwich,Tea,,,,,,,,,,
Coffee,,Cookies,,,,,,,,,
Alfajores,Alfajores,,,,,,,,,,
Vegan mincepie,Bread,Coffee,,,,,,,,,
Coffee,,,,,,,,,,,
Medialuna,,,,,,,,,,,
Coffee,Frittata,Toast,,,,,,,,,
,,Coffee,Hot chocolate,Muffin,,,,,,,
Coffee,Scandinavian,,,,,,,,,,
,Bakewell,Tea,,,,,,,,,
,Coffee,,,,,,,,,,
,,,,,,,,,,,
Frittata,Coffee,,,,,,,,,,
Scandinavian,,,,,,,,,,,
Coffee,Coffee,,,,,,,,,,
,,Coffee,Tea,,,,,,,,
Scandinavian,,,,,,,,,,,
Bread,,,,,,,,,,,
Tea,,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,Medialuna,,,,,,,,,,
Pastry,Toast,Coffee,,,,,,,,,
Coffee,Pastry,,,,,,,,,,
Tea,,,,,,,,,,,
Coffee,Toast,,,,,,,,,,
Coffee,,,,,,,,,,,
Jam,Coffee,Hot chocolate,Toast,,,,,,,,
Coffee,Sandwich,,,,,,,,,,
Bread,Tea,Bakewell,Alfajores,,,,,,,,
Bread,Coffee,Cake,,,,,,,,,
Bread,,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Coffee,Bakewell,Cake,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Medialuna,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,Vegan mincepie,,,,,,,,,,
Coffee,Bread,Vegan mincepie,Cake,,,,,,,,
Bread,,,,,,,,,,,
Sandwich,,,,,,,,,,,
Pastry,Bread,,,,,,,,,,
